"sampledate","genus","biovolume_conc"
2011-05-03,"Chlamydomonas ",317705.2239
2011-05-03,"Cryptomonas erosa",882.411
2011-05-03,"Euglena ",0
2011-05-03,"Miscellaneous",0
2011-05-03,"Rhodospirillum rubrum",12633.3321
2011-05-03,"Synechococcus ",0
2011-05-03,"Total",548612.1793
2011-05-03,"Asterionella formosa",0
2011-05-03,"Chlorococcaceae",15188.5102
2011-05-03,"Chlorophyta",824.5202
2011-05-03,"Chrysophyceae",18500.8715
2011-05-03,"Peridinium ",0
2011-05-03,"Rhodomonas minuta",0
2011-05-03,"Synechocystis ",0
2011-05-03,"Coelastrum ",0
2011-05-03,"Gymnodinium sp. 2",5781.3417
2011-05-03,"Gymnodinium sp. 3",2797.885
2011-05-03,"Monomastix minuta",0
2011-05-03,"Oocystis parva",0
2011-05-03,"Schroederia judayi",1811.523
2011-05-03,"Dinobryon cylindricum",0
2011-05-03,"Lindavia intermedia",0
2011-05-03,"Sphaerocystis schroeteri",0
2011-05-03,"Chrysochromulina parva",0
2011-05-03,"Kephyrion ",0
2011-05-03,"Monoraphidium griffithii",0
2011-05-03,"Aphanizomenon ",0
2011-05-03,"Aphanothece saxicola",0
2011-05-03,"Kephyrion planctonicum",0
2011-05-03,"Tabellaria flocculosa",2211.9313
2011-05-03,"Oedogonium ",0
2011-05-03,"Phormidium ",3695.0963
2011-05-03,"Tabellaria binalis",0
2011-05-03,"Actinella punctata",422.8073
2011-05-03,"Aphanothece nidulans",1941.388
2011-05-03,"Gloeococcus minor",63837.4305
2011-05-03,"Mallomonas ",98668.2359
2011-05-03,"Planktothrix agardhii",1709.6714
2011-05-03,"Euglena acus",0
2011-05-03,"Scenedesmus bijuga",0
2011-05-03,"Dinobryon cyst",0
2011-05-03,"Mougeotia ",0
2011-05-03,"Stichococcus bacillaris",0
2011-05-03,"Gonyostomum semen",0
2011-05-03,"Mucidosphaerium pulchellum",0
2011-05-03,"Spinocosmarium ",0
2011-05-03,"Synechococcus elongatus",0
2011-05-03,"Cyclotella sp. 1",0
2011-05-03,"Stephanodiscus parvus",0
2011-05-03,"Botryococcus braunii",0
2011-05-03,"Cyclotella ocellata",0
2011-05-03,"Peridinium inconspicuum",0
2011-05-03,"Uroglena ",0
2011-05-03,"Gymnodinium sp. 1",0
2011-05-03,"Peridinium umbonatum",0
2011-05-03,"Lepocinclis ",0
2011-05-03,"Dinobryon ",0
2011-05-03,"Dinobryon sociale",0
2011-05-03,"Monoraphidium arcuatum",0
2011-05-03,"Trachelomonas ",0
2011-05-03,"Cosmarium ",0
2011-05-03,"Dinobryon crenulatum",0
2011-05-03,"Fragilaria filiformis",0
2011-05-03,"Mallomonas akrokomas",0
2011-05-03,"Monomastix astigmata",0
2011-05-03,"Oocystis pusilla",0
2011-05-03,"Peridinium cinctum",0
2011-05-03,"Staurastrum ",0
2011-05-03,"Staurastrum hexacerum",0
2011-05-03,"Stichogloea olivacea",0
2011-05-03,"Teilingia granulata",0
2011-05-03,"Pseudanabaena limnetica",0
2011-05-03,"Microspora ",0
2011-05-03,"Aphanizomenon flos-aquae",0
2011-05-03,"Eunotia ",0
2011-05-03,"Colonial ",0
2011-05-03,"Quadrigula lacustris",0
2011-05-03,"Aphanothece ",0
2011-05-03,"Chrysococcus minutus",0
2011-05-03,"Stephanodiscus medius",0
2011-05-03,"Glenodinium quadridens",0
2011-05-03,"Chrysocapsaceae",0
2011-06-01,"Aphanocapsa delicatissima",570.9981
2011-06-01,"Chlamydomonas ",265010.7344
2011-06-01,"Cryptomonas erosa",1418641.328
2011-06-01,"Euglena ",29806.0252
2011-06-01,"Miscellaneous",0
2011-06-01,"Rhodospirillum rubrum",30477.0215
2011-06-01,"Synechococcus ",0
2011-06-01,"Total",1974378.175
2011-06-01,"Asterionella formosa",27917.3994
2011-06-01,"Chlorococcaceae",133342.0113
2011-06-01,"Chlorophyta",0
2011-06-01,"Chrysophyceae",2789.0163
2011-06-01,"Peridinium ",0
2011-06-01,"Rhodomonas minuta",0
2011-06-01,"Synechocystis ",0
2011-06-01,"Coelastrum ",0
2011-06-01,"Gymnodinium sp. 2",0
2011-06-01,"Gymnodinium sp. 3",0
2011-06-01,"Monomastix minuta",385.4237
2011-06-01,"Oocystis parva",0
2011-06-01,"Schroederia judayi",0
2011-06-01,"Dinobryon cylindricum",0
2011-06-01,"Lindavia intermedia",0
2011-06-01,"Sphaerocystis schroeteri",0
2011-06-01,"Chrysochromulina parva",0
2011-06-01,"Kephyrion ",0
2011-06-01,"Monoraphidium griffithii",0
2011-06-01,"Aphanizomenon ",0
2011-06-01,"Aphanothece saxicola",0
2011-06-01,"Kephyrion planctonicum",0
2011-06-01,"Tabellaria flocculosa",0
2011-06-01,"Oedogonium ",0
2011-06-01,"Phormidium ",2206.0277
2011-06-01,"Tabellaria binalis",6319.8038
2011-06-01,"Actinella punctata",0
2011-06-01,"Aphanothece nidulans",0
2011-06-01,"Gloeococcus minor",0
2011-06-01,"Mallomonas ",40981.5755
2011-06-01,"Planktothrix agardhii",0
2011-06-01,"Euglena acus",9764.045
2011-06-01,"Scenedesmus bijuga",6166.7654
2011-06-01,"Dinobryon cyst",0
2011-06-01,"Mougeotia ",0
2011-06-01,"Stichococcus bacillaris",0
2011-06-01,"Gonyostomum semen",0
2011-06-01,"Mucidosphaerium pulchellum",0
2011-06-01,"Spinocosmarium ",0
2011-06-01,"Synechococcus elongatus",0
2011-06-01,"Cyclotella sp. 1",0
2011-06-01,"Stephanodiscus parvus",0
2011-06-01,"Botryococcus braunii",0
2011-06-01,"Cyclotella ocellata",0
2011-06-01,"Peridinium inconspicuum",0
2011-06-01,"Uroglena ",0
2011-06-01,"Gymnodinium sp. 1",0
2011-06-01,"Peridinium umbonatum",0
2011-06-01,"Lepocinclis ",0
2011-06-01,"Dinobryon ",0
2011-06-01,"Dinobryon sociale",0
2011-06-01,"Monoraphidium arcuatum",0
2011-06-01,"Trachelomonas ",0
2011-06-01,"Cosmarium ",0
2011-06-01,"Dinobryon crenulatum",0
2011-06-01,"Fragilaria filiformis",0
2011-06-01,"Mallomonas akrokomas",0
2011-06-01,"Monomastix astigmata",0
2011-06-01,"Oocystis pusilla",0
2011-06-01,"Peridinium cinctum",0
2011-06-01,"Staurastrum ",0
2011-06-01,"Staurastrum hexacerum",0
2011-06-01,"Stichogloea olivacea",0
2011-06-01,"Teilingia granulata",0
2011-06-01,"Pseudanabaena limnetica",0
2011-06-01,"Microspora ",0
2011-06-01,"Aphanizomenon flos-aquae",0
2011-06-01,"Eunotia ",0
2011-06-01,"Colonial ",0
2011-06-01,"Quadrigula lacustris",0
2011-06-01,"Aphanothece ",0
2011-06-01,"Chrysococcus minutus",0
2011-06-01,"Stephanodiscus medius",0
2011-06-01,"Glenodinium quadridens",0
2011-06-01,"Chrysocapsaceae",0
2011-07-25,"Aphanocapsa delicatissima",0
2011-07-25,"Chlamydomonas ",19325.8779
2011-07-25,"Cryptomonas erosa",157239.8087
2011-07-25,"Euglena ",15896.5489
2011-07-25,"Miscellaneous",2506.041
2011-07-25,"Rhodospirillum rubrum",4782.1088
2011-07-25,"Synechococcus ",0
2011-07-25,"Total",438684.0712
2011-07-25,"Asterionella formosa",2240.3002
2011-07-25,"Chlorococcaceae",1827.1889
2011-07-25,"Chlorophyta",0
2011-07-25,"Chrysophyceae",8873.8617
2011-07-25,"Peridinium ",0
2011-07-25,"Rhodomonas minuta",406.0419
2011-07-25,"Synechocystis ",0
2011-07-25,"Coelastrum ",0
2011-07-25,"Gymnodinium sp. 2",0
2011-07-25,"Gymnodinium sp. 3",456.7972
2011-07-25,"Monomastix minuta",0
2011-07-25,"Oocystis parva",0
2011-07-25,"Schroederia judayi",0
2011-07-25,"Dinobryon cylindricum",15242.3136
2011-07-25,"Lindavia intermedia",0
2011-07-25,"Sphaerocystis schroeteri",0
2011-07-25,"Chrysochromulina parva",183.2267
2011-07-25,"Kephyrion ",0
2011-07-25,"Monoraphidium griffithii",131.9636
2011-07-25,"Aphanizomenon ",0
2011-07-25,"Aphanothece saxicola",0
2011-07-25,"Kephyrion planctonicum",114.1996
2011-07-25,"Tabellaria flocculosa",0
2011-07-25,"Oedogonium ",0
2011-07-25,"Phormidium ",0
2011-07-25,"Tabellaria binalis",0
2011-07-25,"Actinella punctata",823.8362
2011-07-25,"Aphanothece nidulans",0
2011-07-25,"Gloeococcus minor",0
2011-07-25,"Mallomonas ",0
2011-07-25,"Planktothrix agardhii",0
2011-07-25,"Euglena acus",0
2011-07-25,"Scenedesmus bijuga",0
2011-07-25,"Dinobryon cyst",3046.585
2011-07-25,"Mougeotia ",205558.8214
2011-07-25,"Stichococcus bacillaris",28.5499
2011-07-25,"Gonyostomum semen",0
2011-07-25,"Mucidosphaerium pulchellum",0
2011-07-25,"Spinocosmarium ",0
2011-07-25,"Synechococcus elongatus",0
2011-07-25,"Cyclotella sp. 1",0
2011-07-25,"Stephanodiscus parvus",0
2011-07-25,"Botryococcus braunii",0
2011-07-25,"Cyclotella ocellata",0
2011-07-25,"Peridinium inconspicuum",0
2011-07-25,"Uroglena ",0
2011-07-25,"Gymnodinium sp. 1",0
2011-07-25,"Peridinium umbonatum",0
2011-07-25,"Lepocinclis ",0
2011-07-25,"Dinobryon ",0
2011-07-25,"Dinobryon sociale",0
2011-07-25,"Monoraphidium arcuatum",0
2011-07-25,"Trachelomonas ",0
2011-07-25,"Cosmarium ",0
2011-07-25,"Dinobryon crenulatum",0
2011-07-25,"Fragilaria filiformis",0
2011-07-25,"Mallomonas akrokomas",0
2011-07-25,"Monomastix astigmata",0
2011-07-25,"Oocystis pusilla",0
2011-07-25,"Peridinium cinctum",0
2011-07-25,"Staurastrum ",0
2011-07-25,"Staurastrum hexacerum",0
2011-07-25,"Stichogloea olivacea",0
2011-07-25,"Teilingia granulata",0
2011-07-25,"Pseudanabaena limnetica",0
2011-07-25,"Microspora ",0
2011-07-25,"Aphanizomenon flos-aquae",0
2011-07-25,"Eunotia ",0
2011-07-25,"Colonial ",0
2011-07-25,"Quadrigula lacustris",0
2011-07-25,"Aphanothece ",0
2011-07-25,"Chrysococcus minutus",0
2011-07-25,"Stephanodiscus medius",0
2011-07-25,"Glenodinium quadridens",0
2011-07-25,"Chrysocapsaceae",0
2011-08-23,"Aphanocapsa delicatissima",0
2011-08-23,"Chlamydomonas ",108663.0247
2011-08-23,"Cryptomonas erosa",2067023.336
2011-08-23,"Euglena ",8313.7125
2011-08-23,"Miscellaneous",0
2011-08-23,"Rhodospirillum rubrum",7744.1612
2011-08-23,"Synechococcus ",0
2011-08-23,"Total",2717606.759
2011-08-23,"Asterionella formosa",0
2011-08-23,"Chlorococcaceae",2055.5876
2011-08-23,"Chlorophyta",549.6801
2011-08-23,"Chrysophyceae",35533.475
2011-08-23,"Peridinium ",0
2011-08-23,"Rhodomonas minuta",0
2011-08-23,"Synechocystis ",64.2355
2011-08-23,"Coelastrum ",0
2011-08-23,"Gymnodinium sp. 2",0
2011-08-23,"Gymnodinium sp. 3",0
2011-08-23,"Monomastix minuta",0
2011-08-23,"Oocystis parva",5329.3043
2011-08-23,"Schroederia judayi",102.78
2011-08-23,"Dinobryon cylindricum",0
2011-08-23,"Lindavia intermedia",0
2011-08-23,"Sphaerocystis schroeteri",22573.4021
2011-08-23,"Chrysochromulina parva",0
2011-08-23,"Kephyrion ",0
2011-08-23,"Monoraphidium griffithii",0
2011-08-23,"Aphanizomenon ",0
2011-08-23,"Aphanothece saxicola",0
2011-08-23,"Kephyrion planctonicum",0
2011-08-23,"Tabellaria flocculosa",0
2011-08-23,"Oedogonium ",0
2011-08-23,"Phormidium ",1812.0311
2011-08-23,"Tabellaria binalis",0
2011-08-23,"Actinella punctata",0
2011-08-23,"Aphanothece nidulans",0
2011-08-23,"Gloeococcus minor",0
2011-08-23,"Mallomonas ",0
2011-08-23,"Planktothrix agardhii",0
2011-08-23,"Euglena acus",0
2011-08-23,"Scenedesmus bijuga",0
2011-08-23,"Dinobryon cyst",0
2011-08-23,"Mougeotia ",0
2011-08-23,"Stichococcus bacillaris",0
2011-08-23,"Gonyostomum semen",456797.3798
2011-08-23,"Mucidosphaerium pulchellum",1044.6487
2011-08-23,"Spinocosmarium ",0
2011-08-23,"Synechococcus elongatus",0
2011-08-23,"Cyclotella sp. 1",0
2011-08-23,"Stephanodiscus parvus",0
2011-08-23,"Botryococcus braunii",0
2011-08-23,"Cyclotella ocellata",0
2011-08-23,"Peridinium inconspicuum",0
2011-08-23,"Uroglena ",0
2011-08-23,"Gymnodinium sp. 1",0
2011-08-23,"Peridinium umbonatum",0
2011-08-23,"Lepocinclis ",0
2011-08-23,"Dinobryon ",0
2011-08-23,"Dinobryon sociale",0
2011-08-23,"Monoraphidium arcuatum",0
2011-08-23,"Trachelomonas ",0
2011-08-23,"Cosmarium ",0
2011-08-23,"Dinobryon crenulatum",0
2011-08-23,"Fragilaria filiformis",0
2011-08-23,"Mallomonas akrokomas",0
2011-08-23,"Monomastix astigmata",0
2011-08-23,"Oocystis pusilla",0
2011-08-23,"Peridinium cinctum",0
2011-08-23,"Staurastrum ",0
2011-08-23,"Staurastrum hexacerum",0
2011-08-23,"Stichogloea olivacea",0
2011-08-23,"Teilingia granulata",0
2011-08-23,"Pseudanabaena limnetica",0
2011-08-23,"Microspora ",0
2011-08-23,"Aphanizomenon flos-aquae",0
2011-08-23,"Eunotia ",0
2011-08-23,"Colonial ",0
2011-08-23,"Quadrigula lacustris",0
2011-08-23,"Aphanothece ",0
2011-08-23,"Chrysococcus minutus",0
2011-08-23,"Stephanodiscus medius",0
2011-08-23,"Glenodinium quadridens",0
2011-08-23,"Chrysocapsaceae",0
2011-11-11,"Aphanocapsa delicatissima",0
2011-11-11,"Chlamydomonas ",7079.0888
2011-11-11,"Cryptomonas erosa",728330.1268
2011-11-11,"Euglena ",8983.6819
2011-11-11,"Miscellaneous",0
2011-11-11,"Rhodospirillum rubrum",1723.6813
2011-11-11,"Synechococcus ",0
2011-11-11,"Total",837527.46
2011-11-11,"Asterionella formosa",585.167
2011-11-11,"Chlorococcaceae",0
2011-11-11,"Chlorophyta",0
2011-11-11,"Chrysophyceae",20700.1792
2011-11-11,"Peridinium ",0
2011-11-11,"Rhodomonas minuta",0
2011-11-11,"Synechocystis ",0
2011-11-11,"Coelastrum ",0
2011-11-11,"Gymnodinium sp. 2",1605.9283
2011-11-11,"Gymnodinium sp. 3",0
2011-11-11,"Monomastix minuta",0
2011-11-11,"Oocystis parva",0
2011-11-11,"Schroederia judayi",0
2011-11-11,"Dinobryon cylindricum",0
2011-11-11,"Lindavia intermedia",0
2011-11-11,"Sphaerocystis schroeteri",0
2011-11-11,"Chrysochromulina parva",0
2011-11-11,"Kephyrion ",0
2011-11-11,"Monoraphidium griffithii",0
2011-11-11,"Aphanizomenon ",0
2011-11-11,"Aphanothece saxicola",0
2011-11-11,"Kephyrion planctonicum",0
2011-11-11,"Tabellaria flocculosa",0
2011-11-11,"Oedogonium ",0
2011-11-11,"Phormidium ",0
2011-11-11,"Tabellaria binalis",0
2011-11-11,"Actinella punctata",0
2011-11-11,"Aphanothece nidulans",0
2011-11-11,"Gloeococcus minor",0
2011-11-11,"Mallomonas ",68519.6067
2011-11-11,"Planktothrix agardhii",0
2011-11-11,"Euglena acus",0
2011-11-11,"Scenedesmus bijuga",0
2011-11-11,"Dinobryon cyst",0
2011-11-11,"Mougeotia ",0
2011-11-11,"Stichococcus bacillaris",0
2011-11-11,"Gonyostomum semen",0
2011-11-11,"Mucidosphaerium pulchellum",0
2011-11-11,"Spinocosmarium ",0
2011-11-11,"Synechococcus elongatus",0
2011-11-11,"Cyclotella sp. 1",0
2011-11-11,"Stephanodiscus parvus",0
2011-11-11,"Botryococcus braunii",0
2011-11-11,"Cyclotella ocellata",0
2011-11-11,"Peridinium inconspicuum",0
2011-11-11,"Uroglena ",0
2011-11-11,"Gymnodinium sp. 1",0
2011-11-11,"Peridinium umbonatum",0
2011-11-11,"Lepocinclis ",0
2011-11-11,"Dinobryon ",0
2011-11-11,"Dinobryon sociale",0
2011-11-11,"Monoraphidium arcuatum",0
2011-11-11,"Trachelomonas ",0
2011-11-11,"Cosmarium ",0
2011-11-11,"Dinobryon crenulatum",0
2011-11-11,"Fragilaria filiformis",0
2011-11-11,"Mallomonas akrokomas",0
2011-11-11,"Monomastix astigmata",0
2011-11-11,"Oocystis pusilla",0
2011-11-11,"Peridinium cinctum",0
2011-11-11,"Staurastrum ",0
2011-11-11,"Staurastrum hexacerum",0
2011-11-11,"Stichogloea olivacea",0
2011-11-11,"Teilingia granulata",0
2011-11-11,"Pseudanabaena limnetica",0
2011-11-11,"Microspora ",0
2011-11-11,"Aphanizomenon flos-aquae",0
2011-11-11,"Eunotia ",0
2011-11-11,"Colonial ",0
2011-11-11,"Quadrigula lacustris",0
2011-11-11,"Aphanothece ",0
2011-11-11,"Chrysococcus minutus",0
2011-11-11,"Stephanodiscus medius",0
2011-11-11,"Glenodinium quadridens",0
2011-11-11,"Chrysocapsaceae",0
2012-02-20,"Aphanocapsa delicatissima",0
2012-02-20,"Chlamydomonas ",185529.3382
2012-02-20,"Cryptomonas erosa",142624.2236
2012-02-20,"Euglena ",54751.0818
2012-02-20,"Miscellaneous",5676.1378
2012-02-20,"Rhodospirillum rubrum",2983.2721
2012-02-20,"Synechococcus ",0
2012-02-20,"Total",417869.8666
2012-02-20,"Asterionella formosa",0
2012-02-20,"Chlorococcaceae",0
2012-02-20,"Chlorophyta",0
2012-02-20,"Chrysophyceae",10905.3472
2012-02-20,"Peridinium ",0
2012-02-20,"Rhodomonas minuta",3153.4078
2012-02-20,"Synechocystis ",0
2012-02-20,"Coelastrum ",0
2012-02-20,"Gymnodinium sp. 2",0
2012-02-20,"Gymnodinium sp. 3",0
2012-02-20,"Monomastix minuta",0
2012-02-20,"Oocystis parva",0
2012-02-20,"Schroederia judayi",0
2012-02-20,"Dinobryon cylindricum",0
2012-02-20,"Lindavia intermedia",0
2012-02-20,"Sphaerocystis schroeteri",0
2012-02-20,"Chrysochromulina parva",0
2012-02-20,"Kephyrion ",0
2012-02-20,"Monoraphidium griffithii",0
2012-02-20,"Aphanizomenon ",0
2012-02-20,"Aphanothece saxicola",0
2012-02-20,"Kephyrion planctonicum",0
2012-02-20,"Tabellaria flocculosa",3681.071
2012-02-20,"Oedogonium ",0
2012-02-20,"Phormidium ",0
2012-02-20,"Tabellaria binalis",0
2012-02-20,"Actinella punctata",0
2012-02-20,"Aphanothece nidulans",0
2012-02-20,"Gloeococcus minor",0
2012-02-20,"Mallomonas ",4414.7737
2012-02-20,"Planktothrix agardhii",0
2012-02-20,"Euglena acus",0
2012-02-20,"Scenedesmus bijuga",0
2012-02-20,"Dinobryon cyst",0
2012-02-20,"Mougeotia ",0
2012-02-20,"Stichococcus bacillaris",0
2012-02-20,"Gonyostomum semen",0
2012-02-20,"Mucidosphaerium pulchellum",0
2012-02-20,"Spinocosmarium ",4111.7957
2012-02-20,"Synechococcus elongatus",39.4177
2012-02-20,"Cyclotella sp. 1",0
2012-02-20,"Stephanodiscus parvus",0
2012-02-20,"Botryococcus braunii",0
2012-02-20,"Cyclotella ocellata",0
2012-02-20,"Peridinium inconspicuum",0
2012-02-20,"Uroglena ",0
2012-02-20,"Gymnodinium sp. 1",0
2012-02-20,"Peridinium umbonatum",0
2012-02-20,"Lepocinclis ",0
2012-02-20,"Dinobryon ",0
2012-02-20,"Dinobryon sociale",0
2012-02-20,"Monoraphidium arcuatum",0
2012-02-20,"Trachelomonas ",0
2012-02-20,"Cosmarium ",0
2012-02-20,"Dinobryon crenulatum",0
2012-02-20,"Fragilaria filiformis",0
2012-02-20,"Mallomonas akrokomas",0
2012-02-20,"Monomastix astigmata",0
2012-02-20,"Oocystis pusilla",0
2012-02-20,"Peridinium cinctum",0
2012-02-20,"Staurastrum ",0
2012-02-20,"Staurastrum hexacerum",0
2012-02-20,"Stichogloea olivacea",0
2012-02-20,"Teilingia granulata",0
2012-02-20,"Pseudanabaena limnetica",0
2012-02-20,"Microspora ",0
2012-02-20,"Aphanizomenon flos-aquae",0
2012-02-20,"Eunotia ",0
2012-02-20,"Colonial ",0
2012-02-20,"Quadrigula lacustris",0
2012-02-20,"Aphanothece ",0
2012-02-20,"Chrysococcus minutus",0
2012-02-20,"Stephanodiscus medius",0
2012-02-20,"Glenodinium quadridens",0
2012-02-20,"Chrysocapsaceae",0
2012-04-02,"Aphanocapsa delicatissima",0
2012-04-02,"Chlamydomonas ",1433268.301
2012-04-02,"Cryptomonas erosa",31928.2729
2012-04-02,"Euglena ",0
2012-04-02,"Miscellaneous",0
2012-04-02,"Rhodospirillum rubrum",40324.1163
2012-04-02,"Synechococcus ",0
2012-04-02,"Total",1686718.59
2012-04-02,"Asterionella formosa",0
2012-04-02,"Chlorococcaceae",0
2012-04-02,"Chlorophyta",0
2012-04-02,"Chrysophyceae",114500.5215
2012-04-02,"Peridinium ",0
2012-04-02,"Rhodomonas minuta",0
2012-04-02,"Synechocystis ",224.4899
2012-04-02,"Coelastrum ",0
2012-04-02,"Gymnodinium sp. 2",62792.2674
2012-04-02,"Gymnodinium sp. 3",0
2012-04-02,"Monomastix minuta",0
2012-04-02,"Oocystis parva",0
2012-04-02,"Schroederia judayi",0
2012-04-02,"Dinobryon cylindricum",0
2012-04-02,"Lindavia intermedia",0
2012-04-02,"Sphaerocystis schroeteri",0
2012-04-02,"Chrysochromulina parva",0
2012-04-02,"Kephyrion ",0
2012-04-02,"Monoraphidium griffithii",0
2012-04-02,"Aphanizomenon ",0
2012-04-02,"Aphanothece saxicola",0
2012-04-02,"Kephyrion planctonicum",0
2012-04-02,"Tabellaria flocculosa",0
2012-04-02,"Oedogonium ",0
2012-04-02,"Phormidium ",0
2012-04-02,"Tabellaria binalis",0
2012-04-02,"Actinella punctata",0
2012-04-02,"Aphanothece nidulans",0
2012-04-02,"Gloeococcus minor",0
2012-04-02,"Mallomonas ",0
2012-04-02,"Planktothrix agardhii",0
2012-04-02,"Euglena acus",0
2012-04-02,"Scenedesmus bijuga",0
2012-04-02,"Dinobryon cyst",0
2012-04-02,"Mougeotia ",0
2012-04-02,"Stichococcus bacillaris",0
2012-04-02,"Gonyostomum semen",0
2012-04-02,"Mucidosphaerium pulchellum",0
2012-04-02,"Spinocosmarium ",0
2012-04-02,"Synechococcus elongatus",88.6899
2012-04-02,"Cyclotella sp. 1",3591.9308
2012-04-02,"Stephanodiscus parvus",0
2012-04-02,"Botryococcus braunii",0
2012-04-02,"Cyclotella ocellata",0
2012-04-02,"Peridinium inconspicuum",0
2012-04-02,"Uroglena ",0
2012-04-02,"Gymnodinium sp. 1",0
2012-04-02,"Peridinium umbonatum",0
2012-04-02,"Lepocinclis ",0
2012-04-02,"Dinobryon ",0
2012-04-02,"Dinobryon sociale",0
2012-04-02,"Monoraphidium arcuatum",0
2012-04-02,"Trachelomonas ",0
2012-04-02,"Cosmarium ",0
2012-04-02,"Dinobryon crenulatum",0
2012-04-02,"Fragilaria filiformis",0
2012-04-02,"Mallomonas akrokomas",0
2012-04-02,"Monomastix astigmata",0
2012-04-02,"Oocystis pusilla",0
2012-04-02,"Peridinium cinctum",0
2012-04-02,"Staurastrum ",0
2012-04-02,"Staurastrum hexacerum",0
2012-04-02,"Stichogloea olivacea",0
2012-04-02,"Teilingia granulata",0
2012-04-02,"Pseudanabaena limnetica",0
2012-04-02,"Microspora ",0
2012-04-02,"Aphanizomenon flos-aquae",0
2012-04-02,"Eunotia ",0
2012-04-02,"Colonial ",0
2012-04-02,"Quadrigula lacustris",0
2012-04-02,"Aphanothece ",0
2012-04-02,"Chrysococcus minutus",0
2012-04-02,"Stephanodiscus medius",0
2012-04-02,"Glenodinium quadridens",0
2012-04-02,"Chrysocapsaceae",0
2012-06-26,"Aphanocapsa delicatissima",0
2012-06-26,"Chlamydomonas ",72709.2984
2012-06-26,"Cryptomonas erosa",296814.7088
2012-06-26,"Euglena ",113404.5155
