"sampledate","genus","biovolume_conc"
2012-06-26,"Miscellaneous",0
2012-06-26,"Rhodospirillum rubrum",7021.2805
2012-06-26,"Synechococcus ",0
2012-06-26,"Total",589774.6885
2012-06-26,"Asterionella formosa",0
2012-06-26,"Chlorococcaceae",0
2012-06-26,"Chlorophyta",0
2012-06-26,"Chrysophyceae",31087.5373
2012-06-26,"Peridinium ",0
2012-06-26,"Rhodomonas minuta",0
2012-06-26,"Synechocystis ",0
2012-06-26,"Coelastrum ",0
2012-06-26,"Gymnodinium sp. 2",0
2012-06-26,"Gymnodinium sp. 3",0
2012-06-26,"Monomastix minuta",554.3116
2012-06-26,"Oocystis parva",0
2012-06-26,"Schroederia judayi",0
2012-06-26,"Dinobryon cylindricum",1576.7039
2012-06-26,"Lindavia intermedia",0
2012-06-26,"Sphaerocystis schroeteri",0
2012-06-26,"Chrysochromulina parva",711.4889
2012-06-26,"Kephyrion ",0
2012-06-26,"Monoraphidium griffithii",975.5856
2012-06-26,"Aphanizomenon ",0
2012-06-26,"Aphanothece saxicola",0
2012-06-26,"Kephyrion planctonicum",0
2012-06-26,"Tabellaria flocculosa",0
2012-06-26,"Oedogonium ",0
2012-06-26,"Phormidium ",0
2012-06-26,"Tabellaria binalis",0
2012-06-26,"Actinella punctata",0
2012-06-26,"Aphanothece nidulans",0
2012-06-26,"Gloeococcus minor",0
2012-06-26,"Mallomonas ",34490.4206
2012-06-26,"Planktothrix agardhii",0
2012-06-26,"Euglena acus",0
2012-06-26,"Scenedesmus bijuga",0
2012-06-26,"Dinobryon cyst",0
2012-06-26,"Mougeotia ",0
2012-06-26,"Stichococcus bacillaris",0
2012-06-26,"Gonyostomum semen",25698.7234
2012-06-26,"Mucidosphaerium pulchellum",0
2012-06-26,"Spinocosmarium ",0
2012-06-26,"Synechococcus elongatus",0
2012-06-26,"Cyclotella sp. 1",0
2012-06-26,"Stephanodiscus parvus",4730.114
2012-06-26,"Botryococcus braunii",0
2012-06-26,"Cyclotella ocellata",0
2012-06-26,"Peridinium inconspicuum",0
2012-06-26,"Uroglena ",0
2012-06-26,"Gymnodinium sp. 1",0
2012-06-26,"Peridinium umbonatum",0
2012-06-26,"Lepocinclis ",0
2012-06-26,"Dinobryon ",0
2012-06-26,"Dinobryon sociale",0
2012-06-26,"Monoraphidium arcuatum",0
2012-06-26,"Trachelomonas ",0
2012-06-26,"Cosmarium ",0
2012-06-26,"Dinobryon crenulatum",0
2012-06-26,"Fragilaria filiformis",0
2012-06-26,"Mallomonas akrokomas",0
2012-06-26,"Monomastix astigmata",0
2012-06-26,"Oocystis pusilla",0
2012-06-26,"Peridinium cinctum",0
2012-06-26,"Staurastrum ",0
2012-06-26,"Staurastrum hexacerum",0
2012-06-26,"Stichogloea olivacea",0
2012-06-26,"Teilingia granulata",0
2012-06-26,"Pseudanabaena limnetica",0
2012-06-26,"Microspora ",0
2012-06-26,"Aphanizomenon flos-aquae",0
2012-06-26,"Eunotia ",0
2012-06-26,"Colonial ",0
2012-06-26,"Quadrigula lacustris",0
2012-06-26,"Aphanothece ",0
2012-06-26,"Chrysococcus minutus",0
2012-06-26,"Stephanodiscus medius",0
2012-06-26,"Glenodinium quadridens",0
2012-06-26,"Chrysocapsaceae",0
2012-07-23,"Aphanocapsa delicatissima",0
2012-07-23,"Chlamydomonas ",3680.6207
2012-07-23,"Cryptomonas erosa",32933.4232
2012-07-23,"Euglena ",34101.1744
2012-07-23,"Miscellaneous",0
2012-07-23,"Rhodospirillum rubrum",4972.1201
2012-07-23,"Synechococcus ",0
2012-07-23,"Total",1490280.352
2012-07-23,"Asterionella formosa",0
2012-07-23,"Chlorococcaceae",8634.9244
2012-07-23,"Chlorophyta",0
2012-07-23,"Chrysophyceae",34294.3154
2012-07-23,"Peridinium ",0
2012-07-23,"Rhodomonas minuta",0
2012-07-23,"Synechocystis ",49.8866
2012-07-23,"Coelastrum ",0
2012-07-23,"Gymnodinium sp. 2",0
2012-07-23,"Gymnodinium sp. 3",1064.2755
2012-07-23,"Monomastix minuta",0
2012-07-23,"Oocystis parva",0
2012-07-23,"Schroederia judayi",0
2012-07-23,"Dinobryon cylindricum",0
2012-07-23,"Lindavia intermedia",0
2012-07-23,"Sphaerocystis schroeteri",0
2012-07-23,"Chrysochromulina parva",0
2012-07-23,"Kephyrion ",0
2012-07-23,"Monoraphidium griffithii",591.2657
2012-07-23,"Aphanizomenon ",0
2012-07-23,"Aphanothece saxicola",0
2012-07-23,"Kephyrion planctonicum",0
2012-07-23,"Tabellaria flocculosa",0
2012-07-23,"Oedogonium ",0
2012-07-23,"Phormidium ",0
2012-07-23,"Tabellaria binalis",0
2012-07-23,"Actinella punctata",0
2012-07-23,"Aphanothece nidulans",0
2012-07-23,"Gloeococcus minor",0
2012-07-23,"Mallomonas ",17737.9294
2012-07-23,"Planktothrix agardhii",0
2012-07-23,"Euglena acus",0
2012-07-23,"Scenedesmus bijuga",0
2012-07-23,"Dinobryon cyst",0
2012-07-23,"Mougeotia ",0
2012-07-23,"Stichococcus bacillaris",0
2012-07-23,"Gonyostomum semen",1351039.017
2012-07-23,"Mucidosphaerium pulchellum",1181.3994
2012-07-23,"Spinocosmarium ",0
2012-07-23,"Synechococcus elongatus",0
2012-07-23,"Cyclotella sp. 1",0
2012-07-23,"Stephanodiscus parvus",0
2012-07-23,"Botryococcus braunii",0
2012-07-23,"Cyclotella ocellata",0
2012-07-23,"Peridinium inconspicuum",0
2012-07-23,"Uroglena ",0
2012-07-23,"Gymnodinium sp. 1",0
2012-07-23,"Peridinium umbonatum",0
2012-07-23,"Lepocinclis ",0
2012-07-23,"Dinobryon ",0
2012-07-23,"Dinobryon sociale",0
2012-07-23,"Monoraphidium arcuatum",0
2012-07-23,"Trachelomonas ",0
2012-07-23,"Cosmarium ",0
2012-07-23,"Dinobryon crenulatum",0
2012-07-23,"Fragilaria filiformis",0
2012-07-23,"Mallomonas akrokomas",0
2012-07-23,"Monomastix astigmata",0
2012-07-23,"Oocystis pusilla",0
2012-07-23,"Peridinium cinctum",0
2012-07-23,"Staurastrum ",0
2012-07-23,"Staurastrum hexacerum",0
2012-07-23,"Stichogloea olivacea",0
2012-07-23,"Teilingia granulata",0
2012-07-23,"Pseudanabaena limnetica",0
2012-07-23,"Microspora ",0
2012-07-23,"Aphanizomenon flos-aquae",0
2012-07-23,"Eunotia ",0
2012-07-23,"Colonial ",0
2012-07-23,"Quadrigula lacustris",0
2012-07-23,"Aphanothece ",0
2012-07-23,"Chrysococcus minutus",0
2012-07-23,"Stephanodiscus medius",0
2012-07-23,"Glenodinium quadridens",0
2012-07-23,"Chrysocapsaceae",0
2012-08-21,"Aphanocapsa delicatissima",0
2012-08-21,"Chlamydomonas ",115813.1856
2012-08-21,"Cryptomonas erosa",178585.4826
2012-08-21,"Euglena ",30863.9917
2012-08-21,"Miscellaneous",0
2012-08-21,"Rhodospirillum rubrum",3602.8138
2012-08-21,"Synechococcus ",0
2012-08-21,"Total",889026.5609
2012-08-21,"Asterionella formosa",0
2012-08-21,"Chlorococcaceae",10583.6339
2012-08-21,"Chlorophyta",0
2012-08-21,"Chrysophyceae",47682.6559
2012-08-21,"Peridinium ",0
2012-08-21,"Rhodomonas minuta",1330.3451
2012-08-21,"Synechocystis ",49.8866
2012-08-21,"Coelastrum ",0
2012-08-21,"Gymnodinium sp. 2",0
2012-08-21,"Gymnodinium sp. 3",0
2012-08-21,"Monomastix minuta",6073.3808
2012-08-21,"Oocystis parva",0
2012-08-21,"Schroederia judayi",0
2012-08-21,"Dinobryon cylindricum",0
2012-08-21,"Lindavia intermedia",0
2012-08-21,"Sphaerocystis schroeteri",0
2012-08-21,"Chrysochromulina parva",0
2012-08-21,"Kephyrion ",0
2012-08-21,"Monoraphidium griffithii",931.2407
2012-08-21,"Aphanizomenon ",0
2012-08-21,"Aphanothece saxicola",0
2012-08-21,"Kephyrion planctonicum",0
2012-08-21,"Tabellaria flocculosa",0
2012-08-21,"Oedogonium ",0
2012-08-21,"Phormidium ",0
2012-08-21,"Tabellaria binalis",0
2012-08-21,"Actinella punctata",0
2012-08-21,"Aphanothece nidulans",0
2012-08-21,"Gloeococcus minor",0
2012-08-21,"Mallomonas ",36050.5699
2012-08-21,"Planktothrix agardhii",0
2012-08-21,"Euglena acus",0
2012-08-21,"Scenedesmus bijuga",0
2012-08-21,"Dinobryon cyst",0
2012-08-21,"Mougeotia ",0
2012-08-21,"Stichococcus bacillaris",0
2012-08-21,"Gonyostomum semen",376931.0182
2012-08-21,"Mucidosphaerium pulchellum",0
2012-08-21,"Spinocosmarium ",0
2012-08-21,"Synechococcus elongatus",0
2012-08-21,"Cyclotella sp. 1",2394.6205
2012-08-21,"Stephanodiscus parvus",0
2012-08-21,"Botryococcus braunii",71897.7441
2012-08-21,"Cyclotella ocellata",692.8881
2012-08-21,"Peridinium inconspicuum",4434.483
2012-08-21,"Uroglena ",1108.6204
2012-08-21,"Gymnodinium sp. 1",0
2012-08-21,"Peridinium umbonatum",0
2012-08-21,"Lepocinclis ",0
2012-08-21,"Dinobryon ",0
2012-08-21,"Dinobryon sociale",0
2012-08-21,"Monoraphidium arcuatum",0
2012-08-21,"Trachelomonas ",0
2012-08-21,"Cosmarium ",0
2012-08-21,"Dinobryon crenulatum",0
2012-08-21,"Fragilaria filiformis",0
2012-08-21,"Mallomonas akrokomas",0
2012-08-21,"Monomastix astigmata",0
2012-08-21,"Oocystis pusilla",0
2012-08-21,"Peridinium cinctum",0
2012-08-21,"Staurastrum ",0
2012-08-21,"Staurastrum hexacerum",0
2012-08-21,"Stichogloea olivacea",0
2012-08-21,"Teilingia granulata",0
2012-08-21,"Pseudanabaena limnetica",0
2012-08-21,"Microspora ",0
2012-08-21,"Aphanizomenon flos-aquae",0
2012-08-21,"Eunotia ",0
2012-08-21,"Colonial ",0
2012-08-21,"Quadrigula lacustris",0
2012-08-21,"Aphanothece ",0
2012-08-21,"Chrysococcus minutus",0
2012-08-21,"Stephanodiscus medius",0
2012-08-21,"Glenodinium quadridens",0
2012-08-21,"Chrysocapsaceae",0
2012-11-05,"Aphanocapsa delicatissima",199.5522
2012-11-05,"Chlamydomonas ",119724.6544
2012-11-05,"Cryptomonas erosa",42792.7551
2012-11-05,"Euglena ",4150.6761
2012-11-05,"Miscellaneous",40655.3397
2012-11-05,"Rhodospirillum rubrum",494.7231
2012-11-05,"Synechococcus ",44.3449
2012-11-05,"Total",484916.0114
2012-11-05,"Asterionella formosa",3768.5987
2012-11-05,"Chlorococcaceae",1402.4042
2012-11-05,"Chlorophyta",0
2012-11-05,"Chrysophyceae",10931.8169
2012-11-05,"Peridinium ",0
2012-11-05,"Rhodomonas minuta",0
2012-11-05,"Synechocystis ",18.7075
2012-11-05,"Coelastrum ",0
2012-11-05,"Gymnodinium sp. 2",0
2012-11-05,"Gymnodinium sp. 3",0
2012-11-05,"Monomastix minuta",803.7518
2012-11-05,"Oocystis parva",1995.5176
2012-11-05,"Schroederia judayi",0
2012-11-05,"Dinobryon cylindricum",0
2012-11-05,"Lindavia intermedia",0
2012-11-05,"Sphaerocystis schroeteri",0
2012-11-05,"Chrysochromulina parva",960.51
2012-11-05,"Kephyrion ",0
2012-11-05,"Monoraphidium griffithii",498.8794
2012-11-05,"Aphanizomenon ",0
2012-11-05,"Aphanothece saxicola",0
2012-11-05,"Kephyrion planctonicum",0
2012-11-05,"Tabellaria flocculosa",0
2012-11-05,"Oedogonium ",0
2012-11-05,"Phormidium ",0
2012-11-05,"Tabellaria binalis",0
2012-11-05,"Actinella punctata",13020.6865
2012-11-05,"Aphanothece nidulans",0
2012-11-05,"Gloeococcus minor",0
2012-11-05,"Mallomonas ",0
2012-11-05,"Planktothrix agardhii",0
2012-11-05,"Euglena acus",0
2012-11-05,"Scenedesmus bijuga",0
2012-11-05,"Dinobryon cyst",0
2012-11-05,"Mougeotia ",0
2012-11-05,"Stichococcus bacillaris",0
2012-11-05,"Gonyostomum semen",0
2012-11-05,"Mucidosphaerium pulchellum",0
2012-11-05,"Spinocosmarium ",0
2012-11-05,"Synechococcus elongatus",0
2012-11-05,"Cyclotella sp. 1",0
2012-11-05,"Stephanodiscus parvus",0
2012-11-05,"Botryococcus braunii",0
2012-11-05,"Cyclotella ocellata",0
2012-11-05,"Peridinium inconspicuum",0
2012-11-05,"Uroglena ",0
2012-11-05,"Gymnodinium sp. 1",99775.858
2012-11-05,"Peridinium umbonatum",143677.2353
2012-11-05,"Lepocinclis ",0
2012-11-05,"Dinobryon ",0
2012-11-05,"Dinobryon sociale",0
2012-11-05,"Monoraphidium arcuatum",0
2012-11-05,"Trachelomonas ",0
2012-11-05,"Cosmarium ",0
2012-11-05,"Dinobryon crenulatum",0
2012-11-05,"Fragilaria filiformis",0
2012-11-05,"Mallomonas akrokomas",0
2012-11-05,"Monomastix astigmata",0
2012-11-05,"Oocystis pusilla",0
2012-11-05,"Peridinium cinctum",0
2012-11-05,"Staurastrum ",0
2012-11-05,"Staurastrum hexacerum",0
2012-11-05,"Stichogloea olivacea",0
2012-11-05,"Teilingia granulata",0
2012-11-05,"Pseudanabaena limnetica",0
2012-11-05,"Microspora ",0
2012-11-05,"Aphanizomenon flos-aquae",0
2012-11-05,"Eunotia ",0
2012-11-05,"Colonial ",0
2012-11-05,"Quadrigula lacustris",0
2012-11-05,"Aphanothece ",0
2012-11-05,"Chrysococcus minutus",0
2012-11-05,"Stephanodiscus medius",0
2012-11-05,"Glenodinium quadridens",0
2012-11-05,"Chrysocapsaceae",0
2013-02-18,"Aphanocapsa delicatissima",0
2013-02-18,"Chlamydomonas ",18447.4539
2013-02-18,"Cryptomonas erosa",8656.1099
2013-02-18,"Euglena ",2469.1193
2013-02-18,"Miscellaneous",143038.6838
2013-02-18,"Rhodospirillum rubrum",2234.9844
2013-02-18,"Synechococcus ",11.8253
2013-02-18,"Total",204871.5581
2013-02-18,"Asterionella formosa",0
2013-02-18,"Chlorococcaceae",0
2013-02-18,"Chlorophyta",0
2013-02-18,"Chrysophyceae",15646.324
2013-02-18,"Peridinium ",5978.8652
2013-02-18,"Rhodomonas minuta",1324.4313
2013-02-18,"Synechocystis ",9.9773
2013-02-18,"Coelastrum ",0
2013-02-18,"Gymnodinium sp. 2",0
2013-02-18,"Gymnodinium sp. 3",0
2013-02-18,"Monomastix minuta",53.2139
2013-02-18,"Oocystis parva",0
2013-02-18,"Schroederia judayi",0
2013-02-18,"Dinobryon cylindricum",0
2013-02-18,"Lindavia intermedia",0
2013-02-18,"Sphaerocystis schroeteri",0
2013-02-18,"Chrysochromulina parva",0
2013-02-18,"Kephyrion ",0
2013-02-18,"Monoraphidium griffithii",0
2013-02-18,"Aphanizomenon ",0
2013-02-18,"Aphanothece saxicola",0
2013-02-18,"Kephyrion planctonicum",0
2013-02-18,"Tabellaria flocculosa",0
2013-02-18,"Oedogonium ",0
2013-02-18,"Phormidium ",0
2013-02-18,"Tabellaria binalis",0
2013-02-18,"Actinella punctata",0
2013-02-18,"Aphanothece nidulans",0
2013-02-18,"Gloeococcus minor",0
2013-02-18,"Mallomonas ",4730.1145
2013-02-18,"Planktothrix agardhii",0
2013-02-18,"Euglena acus",0
2013-02-18,"Scenedesmus bijuga",0
2013-02-18,"Dinobryon cyst",0
2013-02-18,"Mougeotia ",0
2013-02-18,"Stichococcus bacillaris",0
2013-02-18,"Gonyostomum semen",0
2013-02-18,"Mucidosphaerium pulchellum",0
2013-02-18,"Spinocosmarium ",0
2013-02-18,"Synechococcus elongatus",0
2013-02-18,"Cyclotella sp. 1",0
2013-02-18,"Stephanodiscus parvus",0
2013-02-18,"Botryococcus braunii",0
2013-02-18,"Cyclotella ocellata",0
2013-02-18,"Peridinium inconspicuum",0
2013-02-18,"Uroglena ",0
2013-02-18,"Gymnodinium sp. 1",0
2013-02-18,"Peridinium umbonatum",0
2013-02-18,"Lepocinclis ",2270.4553
2013-02-18,"Dinobryon ",0
2013-02-18,"Dinobryon sociale",0
2013-02-18,"Monoraphidium arcuatum",0
2013-02-18,"Trachelomonas ",0
2013-02-18,"Cosmarium ",0
2013-02-18,"Dinobryon crenulatum",0
2013-02-18,"Fragilaria filiformis",0
2013-02-18,"Mallomonas akrokomas",0
2013-02-18,"Monomastix astigmata",0
2013-02-18,"Oocystis pusilla",0
2013-02-18,"Peridinium cinctum",0
2013-02-18,"Staurastrum ",0
2013-02-18,"Staurastrum hexacerum",0
2013-02-18,"Stichogloea olivacea",0
2013-02-18,"Teilingia granulata",0
2013-02-18,"Pseudanabaena limnetica",0
2013-02-18,"Microspora ",0
2013-02-18,"Aphanizomenon flos-aquae",0
2013-02-18,"Eunotia ",0
2013-02-18,"Colonial ",0
2013-02-18,"Quadrigula lacustris",0
2013-02-18,"Aphanothece ",0
2013-02-18,"Chrysococcus minutus",0
2013-02-18,"Stephanodiscus medius",0
2013-02-18,"Glenodinium quadridens",0
2013-02-18,"Chrysocapsaceae",0
2013-05-13,"Aphanocapsa delicatissima",0
2013-05-13,"Chlamydomonas ",399990.3306
2013-05-13,"Cryptomonas erosa",171703.1682
2013-05-13,"Euglena ",7716.0008
2013-05-13,"Miscellaneous",66517.2351
2013-05-13,"Rhodospirillum rubrum",6305.2946
2013-05-13,"Synechococcus ",0
2013-05-13,"Total",2686187.18
2013-05-13,"Asterionella formosa",0
2013-05-13,"Chlorococcaceae",0
2013-05-13,"Chlorophyta",0
2013-05-13,"Chrysophyceae",41310.7274
2013-05-13,"Peridinium ",7581.1234
2013-05-13,"Rhodomonas minuta",22172.4138
2013-05-13,"Synechocystis ",37.415
2013-05-13,"Coelastrum ",0
2013-05-13,"Gymnodinium sp. 2",60663.7299
2013-05-13,"Gymnodinium sp. 3",0
2013-05-13,"Monomastix minuta",0
2013-05-13,"Oocystis parva",0
2013-05-13,"Schroederia judayi",0
2013-05-13,"Dinobryon cylindricum",0
2013-05-13,"Lindavia intermedia",0
2013-05-13,"Sphaerocystis schroeteri",0
2013-05-13,"Chrysochromulina parva",0
2013-05-13,"Kephyrion ",0
2013-05-13,"Monoraphidium griffithii",4727.1474
2013-05-13,"Aphanizomenon ",0
2013-05-13,"Aphanothece saxicola",0
2013-05-13,"Kephyrion planctonicum",0
2013-05-13,"Tabellaria flocculosa",0
2013-05-13,"Oedogonium ",0
2013-05-13,"Phormidium ",0
2013-05-13,"Tabellaria binalis",818.0158
2013-05-13,"Actinella punctata",0
2013-05-13,"Aphanothece nidulans",0
2013-05-13,"Gloeococcus minor",0
2013-05-13,"Mallomonas ",36052.3449
2013-05-13,"Planktothrix agardhii",0
2013-05-13,"Euglena acus",0
2013-05-13,"Scenedesmus bijuga",0
2013-05-13,"Dinobryon cyst",418946.8478
2013-05-13,"Mougeotia ",0
2013-05-13,"Stichococcus bacillaris",0
2013-05-13,"Gonyostomum semen",532137.9065
2013-05-13,"Mucidosphaerium pulchellum",0
2013-05-13,"Spinocosmarium ",0
2013-05-13,"Synechococcus elongatus",44.3449
2013-05-13,"Cyclotella sp. 1",4257.1026
2013-05-13,"Stephanodiscus parvus",0
2013-05-13,"Botryococcus braunii",0
2013-05-13,"Cyclotella ocellata",0
2013-05-13,"Peridinium inconspicuum",0
2013-05-13,"Uroglena ",0
2013-05-13,"Gymnodinium sp. 1",53213.7902
2013-05-13,"Peridinium umbonatum",0
2013-05-13,"Lepocinclis ",0
2013-05-13,"Dinobryon ",793194.1593
2013-05-13,"Dinobryon sociale",32205.4329
2013-05-13,"Monoraphidium arcuatum",1050.0288
2013-05-13,"Trachelomonas ",25542.62
2013-05-13,"Cosmarium ",0
2013-05-13,"Dinobryon crenulatum",0
2013-05-13,"Fragilaria filiformis",0
2013-05-13,"Mallomonas akrokomas",0
2013-05-13,"Monomastix astigmata",0
2013-05-13,"Oocystis pusilla",0
2013-05-13,"Peridinium cinctum",0
2013-05-13,"Staurastrum ",0
2013-05-13,"Staurastrum hexacerum",0
2013-05-13,"Stichogloea olivacea",0
2013-05-13,"Teilingia granulata",0
2013-05-13,"Pseudanabaena limnetica",0
2013-05-13,"Microspora ",0
2013-05-13,"Aphanizomenon flos-aquae",0
2013-05-13,"Eunotia ",0
2013-05-13,"Colonial ",0
2013-05-13,"Quadrigula lacustris",0
2013-05-13,"Aphanothece ",0
2013-05-13,"Chrysococcus minutus",0
2013-05-13,"Stephanodiscus medius",0
2013-05-13,"Glenodinium quadridens",0
2013-05-13,"Chrysocapsaceae",0
2013-07-10,"Aphanocapsa delicatissima",0
2013-07-10,"Chlamydomonas ",22935.1619
2013-07-10,"Cryptomonas erosa",75293.4138
2013-07-10,"Euglena ",0
2013-07-10,"Miscellaneous",567.6134
2013-07-10,"Rhodospirillum rubrum",0
2013-07-10,"Synechococcus ",0
2013-07-10,"Total",634792.6211
2013-07-10,"Asterionella formosa",6402.7438
2013-07-10,"Chlorococcaceae",15160.6065
2013-07-10,"Chlorophyta",0
2013-07-10,"Chrysophyceae",24125.2626
2013-07-10,"Peridinium ",0
2013-07-10,"Rhodomonas minuta",2838.067
2013-07-10,"Synechocystis ",3442.1777
2013-07-10,"Coelastrum ",0
2013-07-10,"Gymnodinium sp. 2",1702.8411
2013-07-10,"Gymnodinium sp. 3",869.1589
2013-07-10,"Monomastix minuta",1117.4922
2013-07-10,"Oocystis parva",199.5513
2013-07-10,"Schroederia judayi",0
2013-07-10,"Dinobryon cylindricum",0
2013-07-10,"Lindavia intermedia",0
2013-07-10,"Sphaerocystis schroeteri",0
2013-07-10,"Chrysochromulina parva",64034.0017
2013-07-10,"Kephyrion ",0
2013-07-10,"Monoraphidium griffithii",478.9252
2013-07-10,"Aphanizomenon ",0
2013-07-10,"Aphanothece saxicola",0
2013-07-10,"Kephyrion planctonicum",0
2013-07-10,"Tabellaria flocculosa",13415.2727
2013-07-10,"Oedogonium ",0
2013-07-10,"Phormidium ",0
2013-07-10,"Tabellaria binalis",0
2013-07-10,"Actinella punctata",0
2013-07-10,"Aphanothece nidulans",0
2013-07-10,"Gloeococcus minor",0
2013-07-10,"Mallomonas ",0
2013-07-10,"Planktothrix agardhii",0
2013-07-10,"Euglena acus",0
2013-07-10,"Scenedesmus bijuga",0
2013-07-10,"Dinobryon cyst",0
2013-07-10,"Mougeotia ",0
2013-07-10,"Stichococcus bacillaris",0
2013-07-10,"Gonyostomum semen",0
2013-07-10,"Mucidosphaerium pulchellum",0
2013-07-10,"Spinocosmarium ",0
2013-07-10,"Synechococcus elongatus",0
2013-07-10,"Cyclotella sp. 1",0
2013-07-10,"Stephanodiscus parvus",0
2013-07-10,"Botryococcus braunii",0
2013-07-10,"Cyclotella ocellata",0
2013-07-10,"Peridinium inconspicuum",0
2013-07-10,"Uroglena ",0
2013-07-10,"Gymnodinium sp. 1",0
2013-07-10,"Peridinium umbonatum",0
2013-07-10,"Lepocinclis ",0
2013-07-10,"Dinobryon ",0
2013-07-10,"Dinobryon sociale",0
2013-07-10,"Monoraphidium arcuatum",12966.6767
2013-07-10,"Trachelomonas ",0
2013-07-10,"Cosmarium ",567.6134
2013-07-10,"Dinobryon crenulatum",1330.3445
2013-07-10,"Fragilaria filiformis",11077.7631
2013-07-10,"Mallomonas akrokomas",4301.4497
2013-07-10,"Monomastix astigmata",177.3797
2013-07-10,"Oocystis pusilla",70.9519
2013-07-10,"Peridinium cinctum",340568.2609
2013-07-10,"Staurastrum ",13644.9026
2013-07-10,"Staurastrum hexacerum",1181.346
2013-07-10,"Stichogloea olivacea",15104.0726
2013-07-10,"Teilingia granulata",1219.5702
2013-07-10,"Pseudanabaena limnetica",0
2013-07-10,"Microspora ",0
2013-07-10,"Aphanizomenon flos-aquae",0
2013-07-10,"Eunotia ",0
2013-07-10,"Colonial ",0
2013-07-10,"Quadrigula lacustris",0
2013-07-10,"Aphanothece ",0
2013-07-10,"Chrysococcus minutus",0
2013-07-10,"Stephanodiscus medius",0
2013-07-10,"Glenodinium quadridens",0
2013-07-10,"Chrysocapsaceae",0
